symbol,code,name,industry,listing_time
600520.SSE,600520,三佳科技,电气机械和器材制造业,2002-01-08
600523.SSE,600523,贵航股份,汽车制造业,2001-12-27
600506.SSE,600506,统一股份,石油加工、炼焦和核燃料加工业,2001-12-26
600548.SSE,600548,深高速,道路运输业,2001-12-25
600331.SSE,600331,宏达股份,有色金属冶炼和压延加工业,2001-12-20
600567.SSE,600567,山鹰国际,造纸和纸制品业,2001-12-18
600391.SSE,600391,航发科技,铁路、船舶、航空航天和其他运输设备制造业,2001-12-12
600011.SSE,600011,华能国际,电力、热力生产和供应业,2001-12-06
600361.SSE,600361,创新新材,有色金属冶炼和压延加工业,2001-11-29
600322.SSE,600322,津投城开,房地产业,2001-09-10
600596.SSE,600596,新安股份,化学原料和化学制品制造业,2001-09-06
600448.SSE,600448,华纺股份,纺织业,2001-09-03
600508.SSE,600508,上海能源,煤炭开采和洗选业,2001-08-29
600599.SSE,600599,退市熊猫,批发业,2001-08-28
600519.SSE,600519,贵州茅台,酒、饮料和精制茶制造业,2001-08-27
600418.SSE,600418,江淮汽车,汽车制造业,2001-08-24
600539.SSE,600539,狮头股份,商务服务业,2001-08-24
600498.SSE,600498,烽火通信,计算机、通信和其他电子设备制造业,2001-08-23
600566.SSE,600566,济川药业,医药制造业,2001-08-22
600346.SSE,600346,恒力石化,化学纤维制造业,2001-08-20
600569.SSE,600569,安阳钢铁,黑色金属冶炼和压延加工业,2001-08-20
600028.SSE,600028,中国石化,石油和天然气开采业,2001-08-08
600556.SSE,600556,天下秀,互联网和相关服务,2001-08-07
600372.SSE,600372,中航机载,铁路、船舶、航空航天和其他运输设备制造业,2001-07-06
600530.SSE,600530,交大昂立,医药制造业,2001-07-02
600419.SSE,600419,天润乳业,食品制造业,2001-06-28
600488.SSE,600488,津药药业,医药制造业,2001-06-18
600468.SSE,600468,百利电气,电气机械和器材制造业,2001-06-15
600501.SSE,600501,航天晨光,汽车制造业,2001-06-15
600589.SSE,600589,大位科技,互联网和相关服务,2001-06-12
600380.SSE,600380,健康元,医药制造业,2001-06-08
600329.SSE,600329,达仁堂,医药制造业,2001-06-06
600395.SSE,600395,盘江股份,煤炭开采和洗选业,2001-05-31
600528.SSE,600528,中铁工业,专用设备制造业,2001-05-28
600568.SSE,600568,ST中珠,卫生,2001-05-18
600588.SSE,600588,用友网络,软件和信息技术服务业,2001-05-18
600381.SSE,600381,*ST春天,食品制造业,2001-05-08
600295.SSE,600295,鄂尔多斯,黑色金属冶炼和压延加工业,2001-04-26
600356.SSE,600356,恒丰纸业,造纸和纸制品业,2001-04-19
600383.SSE,600383,金地集团,房地产业,2001-04-12
600363.SSE,600363,联创光电,计算机、通信和其他电子设备制造业,2001-03-29
600396.SSE,600396,华电辽能,电力、热力生产和供应业,2001-03-28
600319.SSE,600319,亚星化学,化学原料和化学制品制造业,2001-03-26
600367.SSE,600367,红星发展,化学原料和化学制品制造业,2001-03-20
600518.SSE,600518,康美药业,医药制造业,2001-03-19
600360.SSE,600360,华微电子,计算机、通信和其他电子设备制造业,2001-03-16
600315.SSE,600315,上海家化,化学原料和化学制品制造业,2001-03-15
600376.SSE,600376,首开股份,房地产业,2001-03-12
600010.SSE,600010,包钢股份,黑色金属冶炼和压延加工业,2001-03-09
600250.SSE,600250,南京商旅,批发业,2001-03-06
600335.SSE,600335,国机汽车,批发业,2001-03-05
600310.SSE,600310,广西能源,电力、热力生产和供应业,2001-02-28
600550.SSE,600550,保变电气,电气机械和器材制造业,2001-02-28
600272.SSE,600272,开开实业,零售业,2001-02-28
600558.SSE,600558,大西洋,金属制品业,2001-02-27
600312.SSE,600312,平高电气,电气机械和器材制造业,2001-02-21
600386.SSE,600386,北巴传媒,零售业,2001-02-16
600033.SSE,600033,福建高速,道路运输业,2001-02-09
600037.SSE,600037,歌华有线,电信、广播电视和卫星传输服务,2001-02-08
600305.SSE,600305,恒顺醋业,食品制造业,2001-02-06
600332.SSE,600332,XD白云山,医药制造业,2001-02-06
600313.SSE,600313,农发种业,农业,2001-01-19
600330.SSE,600330,天通股份,计算机、通信和其他电子设备制造业,2001-01-18
600382.SSE,600382,广东明珠,黑色金属矿采选业,2001-01-18
600326.SSE,600326,西藏天路,非金属矿物制品业,2001-01-16
600377.SSE,600377,宁沪高速,道路运输业,2001-01-16
600390.SSE,600390,五矿资本,其他金融业,2001-01-15
600365.SSE,600365,ST通葡,酒、饮料和精制茶制造业,2001-01-15
000725.SZSE,000725,京东方Ａ,计算机、通信和其他电子设备制造业,2001-01-12
600378.SSE,600378,昊华科技,化学原料和化学制品制造业,2001-01-11
600389.SSE,600389,江山股份,化学原料和化学制品制造业,2001-01-10
600369.SSE,600369,西南证券,资本市场服务,2001-01-09
600400.SSE,600400,红豆股份,纺织服装、服饰业,2001-01-08
600309.SSE,600309,万华化学,化学原料和化学制品制造业,2001-01-05
600399.SSE,600399,抚顺特钢,黑色金属冶炼和压延加工业,2000-12-29
600336.SSE,600336,澳柯玛,电气机械和器材制造业,2000-12-29
600388.SSE,600388,龙净环保,专用设备制造业,2000-12-29
600398.SSE,600398,海澜之家,纺织服装、服饰业,2000-12-28
600338.SSE,600338,西藏珠峰,有色金属矿采选业,2000-12-27
600303.SSE,600303,曙光股份,汽车制造业,2000-12-26
000726.SZSE,000726,鲁  泰Ａ,纺织业,2000-12-25
600323.SSE,600323,瀚蓝环境,生态保护和环境治理业,2000-12-25
600339.SSE,600339,中油工程,土木工程建筑业,2000-12-25
600328.SSE,600328,中盐化工,化学原料和化学制品制造业,2000-12-22
600345.SSE,600345,长江通信,计算机、通信和其他电子设备制造业,2000-12-22
600320.SSE,600320,振华重工,专用设备制造业,2000-12-21
600368.SSE,600368,五洲交通,道路运输业,2000-12-21
600307.SSE,600307,酒钢宏兴,黑色金属冶炼和压延加工业,2000-12-20
600016.SSE,600016,民生银行,货币金融服务,2000-12-19
600038.SSE,600038,中直股份,铁路、船舶、航空航天和其他运输设备制造业,2000-12-18
600316.SSE,600316,洪都航空,铁路、船舶、航空航天和其他运输设备制造业,2000-12-15
600302.SSE,600302,ST标准,专用设备制造业,2000-12-13
600019.SSE,600019,宝钢股份,黑色金属冶炼和压延加工业,2000-12-12
600333.SSE,600333,长春燃气,燃气生产和供应业,2000-12-11
000998.SZSE,000998,隆平高科,农业,2000-12-11
600318.SSE,600318,新力金融,其他金融业,2000-12-08
600422.SSE,600422,昆药集团,医药制造业,2000-12-06
600252.SSE,600252,中恒集团,医药制造业,2000-11-30
600288.SSE,600288,大恒科技,计算机、通信和其他电子设备制造业,2000-11-29
600241.SSE,600241,时代万恒,电气机械和器材制造业,2000-11-28
600337.SSE,600337,ST美克,零售业,2000-11-27
600255.SSE,600255,鑫科材料,有色金属冶炼和压延加工业,2000-11-22
600243.SSE,600243,*ST海华,通用设备制造业,2000-11-20
000488.SZSE,000488,ST晨鸣,造纸和纸制品业,2000-11-20
600281.SSE,600281,华阳新材,有色金属冶炼和压延加工业,2000-11-09
600292.SSE,600292,电投水电,生态保护和环境治理业,2000-11-01
600366.SSE,600366,宁波韵升,非金属矿物制品业,2000-10-30
000869.SZSE,000869,张  裕Ａ,酒、饮料和精制茶制造业,2000-10-26
600276.SSE,600276,恒瑞医药,医药制造业,2000-10-18
600283.SSE,600283,钱江水利,水的生产和供应业,2000-10-18
600285.SSE,600285,羚锐制药,医药制造业,2000-10-18
000157.SZSE,000157,中联重科,专用设备制造业,2000-10-12
600308.SSE,600308,华泰股份,造纸和纸制品业,2000-09-28
000155.SZSE,000155,川能动力,电力、热力生产和供应业,2000-09-26
600280.SSE,600280,中央商场,零售业,2000-09-26
000972.SZSE,000972,*ST中基,农副食品加工业,2000-09-26
000159.SZSE,000159,国际实业,批发业,2000-09-26
600246.SSE,600246,万通发展,房地产业,2000-09-22
600358.SSE,600358,国旅联合,商务服务业,2000-09-22
000153.SZSE,000153,丰原药业,医药制造业,2000-09-20
600293.SSE,600293,三峡新材,非金属矿物制品业,2000-09-19
600282.SSE,600282,南钢股份,黑色金属冶炼和压延加工业,2000-09-19
000156.SZSE,000156,华数传媒,电信、广播电视和卫星传输服务,2000-09-06
000151.SZSE,000151,中成股份,批发业,2000-09-06
600287.SSE,600287,苏豪时尚,批发业,2000-09-01
600265.SSE,600265,*ST景谷,木材加工和木、竹、藤、棕、草制品业,2000-08-25
600298.SSE,600298,安琪酵母,食品制造业,2000-08-18
000995.SZSE,000995,皇台酒业,酒、饮料和精制茶制造业,2000-08-07
000997.SZSE,000997,新 大 陆,软件和信息技术服务业,2000-08-07
000993.SZSE,000993,闽东电力,电力、热力生产和供应业,2000-07-31
000099.SZSE,000099,中信海直,航空运输业,2000-07-31
600279.SSE,600279,重庆港,水上运输业,2000-07-31
000983.SZSE,000983,山西焦煤,煤炭开采和洗选业,2000-07-26
000985.SZSE,000985,大庆华科,化学原料和化学制品制造业,2000-07-26
600267.SSE,600267,XD海正药,医药制造业,2000-07-25
000096.SZSE,000096,广聚能源,批发业,2000-07-24
000158.SZSE,000158,常山北明,软件和信息技术服务业,2000-07-24
600289.SSE,600289,ST信通,软件和信息技术服务业,2000-07-20
600261.SSE,600261,阳光照明,电气机械和器材制造业,2000-07-20
600018.SSE,600018,上港集团,水上运输业,2000-07-19
000987.SZSE,000987,越秀资本,其他金融业,2000-07-18
600278.SSE,600278,东方创业,批发业,2000-07-12
600301.SSE,600301,华锡有色,有色金属矿采选业,2000-07-12
000990.SZSE,000990,诚志股份,化学原料和化学制品制造业,2000-07-06
600130.SSE,600130,波导股份,计算机、通信和其他电子设备制造业,2000-07-06
600262.SSE,600262,北方股份,专用设备制造业,2000-06-30
600300.SSE,600300,维维股份,酒、饮料和精制茶制造业,2000-06-30
000989.SZSE,000989,九芝堂,医药制造业,2000-06-28
600248.SSE,600248,陕建股份,土木工程建筑业,2000-06-22
000968.SZSE,000968,蓝焰控股,石油和天然气开采业,2000-06-22
000981.SZSE,000981,山子高科,汽车制造业,2000-06-22
000980.SZSE,000980,众泰汽车,汽车制造业,2000-06-16
600234.SSE,600234,科新发展,建筑装饰和其他建筑业,2000-06-15
600235.SSE,600235,民丰特纸,造纸和纸制品业,2000-06-15
600257.SSE,600257,大湖股份,渔业,2000-06-12
600237.SSE,600237,铜峰电子,计算机、通信和其他电子设备制造业,2000-06-09
000975.SZSE,000975,山金国际,有色金属矿采选业,2000-06-08
600233.SSE,600233,圆通速递,邮政业,2000-06-08
000988.SZSE,000988,华工科技,计算机、通信和其他电子设备制造业,2000-06-08
000977.SZSE,000977,浪潮信息,计算机、通信和其他电子设备制造业,2000-06-08
600232.SSE,600232,金鹰股份,纺织业,2000-06-02
600258.SSE,600258,首旅酒店,住宿业,2000-06-01
000969.SZSE,000969,安泰科技,金属制品业,2000-05-29
000301.SZSE,000301,东方盛虹,化学原料和化学制品制造业,2000-05-29
600256.SSE,600256,广汇能源,石油和天然气开采业,2000-05-26
000973.SZSE,000973,佛塑科技,橡胶和塑料制品业,2000-05-25
600259.SSE,600259,中稀有色,有色金属矿采选业,2000-05-25
000978.SZSE,000978,桂林旅游,公共设施管理业,2000-05-18
600269.SSE,600269,赣粤高速,道路运输业,2000-05-18
000070.SZSE,000070,特发信息,电气机械和器材制造业,2000-05-11
600231.SSE,600231,凌钢股份,黑色金属冶炼和压延加工业,2000-05-11
600008.SSE,600008,首创环保,水的生产和供应业,2000-04-27
000970.SZSE,000970,中科三环,计算机、通信和其他电子设备制造业,2000-04-20
600299.SSE,600299,安迪苏,食品制造业,2000-04-20
600230.SSE,600230,沧州大化,化学原料和化学制品制造业,2000-04-06
000965.SZSE,000965,天保基建,房地产业,2000-04-06
000967.SZSE,000967,盈峰环境,生态保护和环境治理业,2000-03-30
600236.SSE,600236,XD桂冠电,电力、热力生产和供应业,2000-03-23
000966.SZSE,000966,长源电力,电力、热力生产和供应业,2000-03-16
600229.SSE,600229,城市传媒,新闻和出版业,2000-03-09
000999.SZSE,000999,华润三九,医药制造业,2000-03-09
600500.SSE,600500,中化国际,化学原料和化学制品制造业,2000-03-01
600227.SSE,600227,赤天化,医药制造业,2000-02-21
000960.SZSE,000960,锡业股份,有色金属冶炼和压延加工业,2000-02-21
000963.SZSE,000963,华东医药,零售业,2000-01-27
600238.SSE,600238,*ST椰岛,酒、饮料和精制茶制造业,2000-01-20
000962.SZSE,000962,东方钽业,有色金属冶炼和压延加工业,2000-01-20
600223.SSE,600223,福瑞达,化学原料和化学制品制造业,2000-01-13
000957.SZSE,000957,中通客车,汽车制造业,2000-01-13
600219.SSE,600219,南山铝业,有色金属冶炼和压延加工业,1999-12-23
000958.SZSE,000958,电投产融,电力、热力生产和供应业,1999-12-23
600217.SSE,600217,中再资环,废弃资源综合利用业,1999-12-16
000959.SZSE,000959,首钢股份,黑色金属冶炼和压延加工业,1999-12-16
000955.SZSE,000955,欣龙控股,纺织业,1999-12-09
600239.SSE,600239,ST云城,房地产业,1999-12-02
000953.SZSE,000953,中哲精化,化学原料和化学制品制造业,1999-12-02
000951.SZSE,000951,中国重汽,汽车制造业,1999-11-25
600221.SSE,600221,海航控股,航空运输业,1999-11-25
000919.SZSE,000919,金陵药业,医药制造业,1999-11-18
600268.SSE,600268,国电南自,电气机械和器材制造业,1999-11-18
600226.SSE,600226,亨通股份,互联网和相关服务,1999-11-16
000952.SZSE,000952,广济药业,医药制造业,1999-11-12
600000.SSE,600000,浦发银行,货币金融服务,1999-11-10
600222.SSE,600222,太龙药业,医药制造业,1999-11-05
000938.SZSE,000938,紫光股份,计算机、通信和其他电子设备制造业,1999-11-04
600216.SSE,600216,浙江医药,医药制造业,1999-10-21
000949.SZSE,000949,新乡化纤,化学纤维制造业,1999-10-21
600149.SSE,600149,廊坊发展,电力、热力生产和供应业,1999-10-14
000948.SZSE,000948,南天信息,软件和信息技术服务业,1999-10-14
000950.SZSE,000950,重药控股,批发业,1999-09-16
600197.SSE,600197,伊力特,酒、饮料和精制茶制造业,1999-09-16
600215.SSE,600215,派斯林,房地产业,1999-09-09
000937.SZSE,000937,冀中能源,煤炭开采和洗选业,1999-09-09
000933.SZSE,000933,神火股份,有色金属冶炼和压延加工业,1999-08-31
600210.SSE,600210,紫江企业,橡胶和塑料制品业,1999-08-24
000935.SZSE,000935,四川双马,非金属矿物制品业,1999-08-24
600212.SSE,600212,绿能慧充,电气机械和器材制造业,1999-08-17
000936.SZSE,000936,华西股份,化学纤维制造业,1999-08-10
000932.SZSE,000932,华菱钢铁,黑色金属冶炼和压延加工业,1999-08-03
000927.SZSE,000927,中国铁物,商务服务业,1999-07-27
600006.SSE,600006,东风股份,汽车制造业,1999-07-27
600211.SSE,600211,西藏药业,医药制造业,1999-07-21
000090.SZSE,000090,天健集团,土木工程建筑业,1999-07-21
000923.SZSE,000923,河钢资源,黑色金属矿采选业,1999-07-14
600207.SSE,600207,安彩高科,非金属矿物制品业,1999-07-14
000921.SZSE,000921,海信家电,电气机械和器材制造业,1999-07-13
000930.SZSE,000930,中粮科技,化学原料和化学制品制造业,1999-07-12
000931.SZSE,000931,中 关 村,医药制造业,1999-07-12
000906.SZSE,000906,浙商中拓,批发业,1999-07-07
000910.SZSE,000910,大亚圣象,木材加工和木、竹、藤、棕、草制品业,1999-06-30
600208.SSE,600208,衢州发展,房地产业,1999-06-23
000929.SZSE,000929,兰州黄河,酒、饮料和精制茶制造业,1999-06-23
000922.SZSE,000922,佳电股份,电气机械和器材制造业,1999-06-18
000926.SZSE,000926,福星股份,房地产业,1999-06-18
000920.SZSE,000920,沃顿科技,化学原料和化学制品制造业,1999-06-16
600141.SSE,600141,兴发集团,化学原料和化学制品制造业,1999-06-16
000925.SZSE,000925,众合科技,专用设备制造业,1999-06-11
600185.SSE,600185,珠免集团,房地产业,1999-06-11
000915.SZSE,000915,华特达因,医药制造业,1999-06-09
000912.SZSE,000912,泸天化,化学原料和化学制品制造业,1999-06-03
600202.SSE,600202,哈空调,电气机械和器材制造业,1999-06-03
000911.SZSE,000911,*ST广糖,农副食品加工业,1999-05-27
600193.SSE,600193,退市创兴,建筑装饰和其他建筑业,1999-05-27
000913.SZSE,000913,钱江摩托,铁路、船舶、航空航天和其他运输设备制造业,1999-05-14
600203.SSE,600203,福日电子,计算机、通信和其他电子设备制造业,1999-05-14
600182.SSE,600182,S佳通,橡胶和塑料制品业,1999-05-07
000909.SZSE,000909,*ST数源,房地产业,1999-05-07
600359.SSE,600359,新农开发,农业,1999-04-29
000905.SZSE,000905,厦门港务,水上运输业,1999-04-29
600176.SSE,600176,中国巨石,非金属矿物制品业,1999-04-22
000897.SZSE,000897,津滨发展,房地产业,1999-04-22
600173.SSE,600173,卧龙新能,批发业,1999-04-15
000903.SZSE,000903,ST云动,通用设备制造业,1999-04-15
000902.SZSE,000902,新洋丰,化学原料和化学制品制造业,1999-04-08
000901.SZSE,000901,航天科技,汽车制造业,1999-04-01
000917.SZSE,000917,电广传媒,商务服务业,1999-03-25
600206.SSE,600206,有研新材,有色金属冶炼和压延加工业,1999-03-19
000885.SZSE,000885,城发环境,生态保护和环境治理业,1999-03-19
600007.SSE,600007,中国国贸,房地产业,1999-03-12
000928.SZSE,000928,中钢国际,土木工程建筑业,1999-03-12
000908.SZSE,000908,景峰医药,医药制造业,1999-02-03
600266.SSE,600266,城建发展,房地产业,1999-02-03
000900.SZSE,000900,现代投资,批发业,1999-01-28
600167.SSE,600167,联美控股,电力、热力生产和供应业,1999-01-28
600228.SSE,600228,返利科技,互联网和相关服务,1999-01-19
000890.SZSE,000890,法尔胜,金属制品业,1999-01-19
600201.SSE,600201,生物股份,医药制造业,1999-01-15
000892.SZSE,000892,欢瑞世纪,广播、电视、电影和影视录音制作业,1999-01-15
000877.SZSE,000877,天山股份,非金属矿物制品业,1999-01-07
600195.SSE,600195,中牧股份,医药制造业,1999-01-07
000893.SZSE,000893,亚钾国际,化学原料和化学制品制造业,1998-12-24
600192.SSE,600192,长城电工,电气机械和器材制造业,1998-12-24
000078.SZSE,000078,ST海王,零售业,1998-12-18
600123.SSE,600123,兰花科创,煤炭开采和洗选业,1998-12-17
600191.SSE,600191,华资实业,农副食品加工业,1998-12-10
000895.SZSE,000895,双汇发展,农副食品加工业,1998-12-10
000887.SZSE,000887,中鼎股份,橡胶和塑料制品业,1998-12-03
600218.SSE,600218,全柴动力,通用设备制造业,1998-12-03
600172.SSE,600172,黄河旋风,非金属矿物制品业,1998-11-26
000852.SZSE,000852,石化机械,专用设备制造业,1998-11-26
000859.SZSE,000859,国风新材,橡胶和塑料制品业,1998-11-19
600177.SSE,600177,雅戈尔,纺织服装、服饰业,1998-11-19
000833.SZSE,000833,粤桂股份,综合,1998-11-11
600187.SSE,600187,*ST国中,水的生产和供应业,1998-11-11
000860.SZSE,000860,顺鑫农业,酒、饮料和精制茶制造业,1998-11-04
600179.SSE,600179,安通控股,装卸搬运和运输代理业,1998-11-04
600183.SSE,600183,生益科技,计算机、通信和其他电子设备制造业,1998-10-28
000825.SZSE,000825,太钢不锈,黑色金属冶炼和压延加工业,1998-10-21
600198.SSE,600198,大唐电信,计算机、通信和其他电子设备制造业,1998-10-21
600178.SSE,600178,东安动力,汽车制造业,1998-10-14
000850.SZSE,000850,华茂股份,纺织业,1998-10-07
600189.SSE,600189,泉阳泉,酒、饮料和精制茶制造业,1998-10-07
000837.SZSE,000837,秦川机床,通用设备制造业,1998-09-28
000581.SZSE,000581,威孚高科,汽车制造业,1998-09-24
600171.SSE,600171,上海贝岭,计算机、通信和其他电子设备制造业,1998-09-24
600155.SSE,600155,华创云信,其他金融业,1998-09-18
000862.SZSE,000862,银星能源,电力、热力生产和供应业,1998-09-15
000831.SZSE,000831,中国稀土,有色金属冶炼和压延加工业,1998-09-11
600169.SSE,600169,ST太重,专用设备制造业,1998-09-04
000881.SZSE,000881,中广核技,化学原料和化学制品制造业,1998-09-02
600186.SSE,600186,莲花控股,食品制造业,1998-08-25
000856.SZSE,000856,冀东装备,专用设备制造业,1998-08-13
600199.SSE,600199,金种子酒,酒、饮料和精制茶制造业,1998-08-12
000830.SZSE,000830,鲁西化工,化学原料和化学制品制造业,1998-08-07
600196.SSE,600196,复星医药,医药制造业,1998-08-07
000822.SZSE,000822,山东海化,化学原料和化学制品制造业,1998-07-03
600180.SSE,600180,*ST瑞茂,批发业,1998-07-03
600188.SSE,600188,兖矿能源,煤炭开采和洗选业,1998-07-01
000820.SZSE,000820,*ST节能,废弃资源综合利用业,1998-06-30
600160.SSE,600160,巨化股份,化学原料和化学制品制造业,1998-06-26
000821.SZSE,000821,ST京机,专用设备制造业,1998-06-26
000812.SZSE,000812,陕西金叶,印刷和记录媒介复制业,1998-06-23
600170.SSE,600170,上海建工,土木工程建筑业,1998-06-23
000882.SZSE,000882,华联股份,商务服务业,1998-06-16
000809.SZSE,000809,和展能源,公共设施管理业,1998-06-16
600153.SSE,600153,建发股份,批发业,1998-06-16
600161.SSE,600161,天坛生物,医药制造业,1998-06-16
600162.SSE,600162,香江控股,房地产业,1998-06-09
600152.SSE,600152,维科技术,电气机械和器材制造业,1998-06-09
000815.SZSE,000815,美利云,造纸和纸制品业,1998-06-09
000065.SZSE,000065,北方国际,批发业,1998-06-05
600151.SSE,600151,航天机电,计算机、通信和其他电子设备制造业,1998-06-05
000810.SZSE,000810,创维数字,计算机、通信和其他电子设备制造业,1998-06-02
600163.SSE,600163,中闽能源,电力、热力生产和供应业,1998-06-02
000878.SZSE,000878,云南铜业,有色金属冶炼和压延加工业,1998-06-02
600166.SSE,600166,福田汽车,汽车制造业,1998-06-02
600165.SSE,600165,ST宁科,化学原料和化学制品制造业,1998-05-29
000811.SZSE,000811,冰轮环境,通用设备制造业,1998-05-28
600156.SSE,600156,华升股份,纺织业,1998-05-27
600159.SSE,600159,大龙地产,房屋建筑业,1998-05-26
600148.SSE,600148,长春一东,汽车制造业,1998-05-20
600150.SSE,600150,中国船舶,铁路、船舶、航空航天和其他运输设备制造业,1998-05-20
000813.SZSE,000813,德展健康,医药制造业,1998-05-19
000883.SZSE,000883,湖北能源,电力、热力生产和供应业,1998-05-19
600157.SSE,600157,永泰能源,电力、热力生产和供应业,1998-05-13
600125.SSE,600125,铁龙物流,铁路运输业,1998-05-11
600127.SSE,600127,金健米业,农副食品加工业,1998-05-06
000801.SZSE,000801,四川九洲,计算机、通信和其他电子设备制造业,1998-05-06
600168.SSE,600168,武汉控股,水的生产和供应业,1998-04-27
000858.SZSE,000858,五 粮 液,酒、饮料和精制茶制造业,1998-04-27
000089.SZSE,000089,深圳机场,航空运输业,1998-04-20
600137.SSE,600137,浪莎股份,纺织服装、服饰业,1998-04-16
000807.SZSE,000807,云铝股份,有色金属冶炼和压延加工业,1998-04-08
600131.SSE,600131,国网信通,软件和信息技术服务业,1998-04-02
000880.SZSE,000880,潍柴重机,通用设备制造业,1998-04-02
000790.SZSE,000790,华神科技,医药制造业,1998-03-27
600158.SSE,600158,中体产业,体育,1998-03-27
000876.SZSE,000876,新 希 望,农副食品加工业,1998-03-11
600126.SSE,600126,杭钢股份,黑色金属冶炼和压延加工业,1998-03-11
000803.SZSE,000803,山高环能,生态保护和环境治理业,1998-03-03
600136.SSE,600136,ST明诚,文化艺术业,1998-03-03
000826.SZSE,000826,*ST启环,生态保护和环境治理业,1998-02-25
000429.SZSE,000429,粤高速Ａ,道路运输业,1998-02-20
600009.SSE,600009,上海机场,航空运输业,1998-02-18
000798.SZSE,000798,中水渔业,渔业,1998-02-12
600133.SSE,600133,东湖高新,土木工程建筑业,1998-02-12
000886.SZSE,000886,海南高速,房地产业,1998-01-23
001896.SZSE,001896,豫能控股,电力、热力生产和供应业,1998-01-22
600135.SSE,600135,乐凯胶片,化学原料和化学制品制造业,1998-01-22
600119.SSE,600119,*ST长投,道路运输业,1998-01-15
000761.SZSE,000761,本钢板材,黑色金属冶炼和压延加工业,1998-01-15
000802.SZSE,000802,北京文化,广播、电视、电影和影视录音制作业,1998-01-08
600121.SSE,600121,郑州煤电,煤炭开采和洗选业,1998-01-07
000898.SZSE,000898,鞍钢股份,黑色金属冶炼和压延加工业,1997-12-25
000889.SZSE,000889,中嘉博创,软件和信息技术服务业,1997-12-18
600138.SSE,600138,中青旅,商务服务业,1997-12-03
000829.SZSE,000829,天音控股,批发业,1997-12-02
600120.SSE,600120,浙江东方,其他金融业,1997-12-01
000899.SZSE,000899,赣能股份,电力、热力生产和供应业,1997-11-26
600104.SSE,600104,上汽集团,汽车制造业,1997-11-25
000063.SZSE,000063,中兴通讯,计算机、通信和其他电子设备制造业,1997-11-18
600129.SSE,600129,太极集团,医药制造业,1997-11-18
000848.SZSE,000848,承德露露,酒、饮料和精制茶制造业,1997-11-13
600107.SSE,600107,*ST尔雅,纺织服装、服饰业,1997-11-06
600115.SSE,600115,中国东航,航空运输业,1997-11-05
000839.SZSE,000839,国安股份,电信、广播电视和卫星传输服务,1997-10-31
600132.SSE,600132,重庆啤酒,酒、饮料和精制茶制造业,1997-10-30
600113.SSE,600113,浙江东日,商务服务业,1997-10-21
000888.SZSE,000888,峨眉山Ａ,公共设施管理业,1997-10-21
000818.SZSE,000818,航锦科技,化学原料和化学制品制造业,1997-10-17
600117.SSE,600117,西宁特钢,黑色金属冶炼和压延加工业,1997-10-15
000791.SZSE,000791,甘肃能源,电力、热力生产和供应业,1997-10-14
000823.SZSE,000823,超声电子,计算机、通信和其他电子设备制造业,1997-10-08
600110.SSE,600110,诺德股份,有色金属冶炼和压延加工业,1997-10-07
600105.SSE,600105,永鼎股份,电气机械和器材制造业,1997-09-29
000863.SZSE,000863,三湘印象,房地产业,1997-09-25
600111.SSE,600111,北方稀土,有色金属冶炼和压延加工业,1997-09-24
000789.SZSE,000789,万年青,非金属矿物制品业,1997-09-23
000069.SZSE,000069,华侨城Ａ,商务服务业,1997-09-10
600118.SSE,600118,中国卫星,计算机、通信和其他电子设备制造业,1997-09-08
000792.SZSE,000792,盐湖股份,化学原料和化学制品制造业,1997-09-04
600128.SSE,600128,苏豪弘业,批发业,1997-09-01
600108.SSE,600108,亚盛集团,农业,1997-08-18
000816.SZSE,000816,智慧农业,通用设备制造业,1997-08-18
000795.SZSE,000795,英洛华,非金属矿物制品业,1997-08-08
600109.SSE,600109,国金证券,资本市场服务,1997-08-07
000756.SZSE,000756,新华制药,医药制造业,1997-08-06
600116.SSE,600116,三峡水利,电力、热力生产和供应业,1997-08-04
000783.SZSE,000783,长江证券,资本市场服务,1997-07-31
000793.SZSE,000793,*ST华闻,新闻和出版业,1997-07-29
000088.SZSE,000088,盐 田 港,水上运输业,1997-07-28
000868.SZSE,000868,安凯客车,汽车制造业,1997-07-25
000799.SZSE,000799,酒鬼酒,酒、饮料和精制茶制造业,1997-07-18
600098.SSE,600098,广州发展,批发业,1997-07-18
000729.SZSE,000729,燕京啤酒,酒、饮料和精制茶制造业,1997-07-16
000797.SZSE,000797,中国武夷,房地产业,1997-07-15
000785.SZSE,000785,居然智家,商务服务业,1997-07-11
600084.SSE,600084,*ST尼雅,酒、饮料和精制茶制造业,1997-07-11
000777.SZSE,000777,中核科技,通用设备制造业,1997-07-10
000750.SZSE,000750,国海证券,资本市场服务,1997-07-09
600096.SSE,600096,云天化,化学原料和化学制品制造业,1997-07-09
000762.SZSE,000762,西藏矿业,黑色金属矿采选业,1997-07-08
600095.SSE,600095,湘财股份,资本市场服务,1997-07-08
600099.SSE,600099,林海股份,铁路、船舶、航空航天和其他运输设备制造业,1997-07-04
600073.SSE,600073,光明肉业,食品制造业,1997-07-04
600081.SSE,600081,东风科技,汽车制造业,1997-07-03
000796.SZSE,000796,凯撒旅业,商务服务业,1997-07-03
600103.SSE,600103,青山纸业,造纸和纸制品业,1997-07-03
600094.SSE,600094,大名城,房地产业,1997-07-03
000733.SZSE,000733,振华科技,计算机、通信和其他电子设备制造业,1997-07-03
